rank,arxiv_id,published,relevance_score,title,authors,primary_category,score_reasons,matched_queries,abs_url,pdf_url
216,2605.26029,2026-05-25T16:57:06Z,17,CausaLab: A Scalable Environment for Interactive Causal Discovery Toward AI Scientists,Junlin Yang; Dylan Zhang; Xiangchen Song; Qirun Dai; Xiao Liu; Yuen Chen; Aniket Vashishtha; Jing Shi; Chenhao Tan; Hao Peng,cs.AI,attribution/statistics; harness component,"all:""LLM agent"" AND all:verification",https://arxiv.org/abs/2605.26029,https://arxiv.org/pdf/2605.26029
217,2605.17862,2026-05-18T05:14:18Z,17,$\boldsymbol{f}$-OPD: Stabilizing Long-Horizon On-Policy Distillation with Freshness-Aware Control,Xianwei Chen; Shimin Zhang; Jibin Wu,cs.LG,cost/budget; harness component; reliability; trajectory,"all:""long-horizon agent"" AND all:reliability",https://arxiv.org/abs/2605.17862,https://arxiv.org/pdf/2605.17862
218,2605.11882,2026-05-12T09:56:28Z,17,On-Policy Self-Evolution via Failure Trajectories for Agentic Safety Alignment,Bo Yin; Qi Li; Xinchao Wang,cs.AI,cost/budget; harness component; reliability; trajectory,"all:""LLM agent"" AND all:""tool calling""",https://arxiv.org/abs/2605.11882,https://arxiv.org/pdf/2605.11882
219,2605.10787,2026-05-11T16:20:51Z,17,"ComplexMCP: Evaluation of LLM Agents in Dynamic, Interdependent, and Large-Scale Tool Sandbox",Yuanyang Li; Xue Yang; Longyue Wang; Weihua Luo; Hongyang Chen,cs.AI,evaluation; harness component; reliability; trajectory,"all:""LLM agent"" AND all:verification",https://arxiv.org/abs/2605.10787,https://arxiv.org/pdf/2605.10787
220,2605.11053,2026-05-11T14:55:48Z,17,"Content-Aware Attack Detection in LLM Agent Tool-Call Traffic: An Empirical Study of Features, Architectures, and Evaluation Protocols",Sultan Zavrak,cs.CR,cost/budget; evaluation; harness component,"all:""LLM agent"" AND all:""tool calling""",https://arxiv.org/abs/2605.11053,https://arxiv.org/pdf/2605.11053
221,2605.03312,2026-05-05T02:57:44Z,17,MemFlow: Intent-Driven Memory Orchestration for Small Language Model Agents,Jiayi Chen; Yingcong Li; Guiling Wang,cs.MA,cost/budget; harness component; reliability; trajectory,"all:""long-horizon agent"" AND all:reliability",https://arxiv.org/abs/2605.03312,https://arxiv.org/pdf/2605.03312
222,2604.23069,2026-04-24T23:39:49Z,17,ContextWeaver: Selective and Dependency-Structured Memory Construction for LLM Agents,Yating Wu; Yuhao Zhang; Sayan Ghosh; Sourya Basu; Anoop Deoras; Jun Huan; Gaurav Gupta,cs.CL,attribution/statistics; cost/budget; harness component,"all:""LLM agent"" AND all:""context management""",https://arxiv.org/abs/2604.23069,https://arxiv.org/pdf/2604.23069
223,2604.14820,2026-04-16T09:41:47Z,17,SWE-TRACE: Optimizing Long-Horizon SWE Agents Through Rubric Process Reward Models and Heuristic Test-Time Scaling,Hao Han; Jin Xie; Xuehao Ma; Weiquan Zhu; Ziyao Zhang; ZhiLiang Long; Hongkai Chen; Qingwen Ye,cs.SE,cost/budget; evaluation; harness component; trajectory,"all:""test-time scaling"" AND all:agent",https://arxiv.org/abs/2604.14820,https://arxiv.org/pdf/2604.14820
224,2603.29199,2026-03-31T03:10:28Z,17,"AEC-Bench: A Multimodal Benchmark for Agentic Systems in Architecture, Engineering, and Construction",Harsh Mankodiya; Chase Gallik; Theodoros Galanos; Andriy Mulyar,cs.AI,evaluation; explicit harness/scaffold,"all:""model harness""",https://arxiv.org/abs/2603.29199,https://arxiv.org/pdf/2603.29199
225,2603.24477,2026-03-25T16:18:37Z,17,Composer 2 Technical Report,Cursor Research; :; Aaron Chan; Ahmed Shalaby; Alexander Wettig; Aman Sanger; Andrew Zhai; Anurag Ajay; Ashvin Nair; Charlie Snell; Chen Lu; Chen Shen; Emily Jia; Federico Cassano; Hanpeng Liu; Haoyu Chen; Henry Wildermuth; Jacob Jackson; Janet Li; Jediah Katz; Jiajun Yao; Joey Hejna; Josh Warner; Julius Vering; Kevin Frans; Lee Danilek; Less Wright; Lujing Cen; Luke Melas-Kyriazi; Michael Truell; Michiel de Jong; Naman Jain; Nate Schmidt; Nathan Wang; Niklas Muennighoff; Oleg Rybkin; Paul Loh; Phillip Kravtsov; Rishabh Yadav; Sahil Shah; Sam Kottler; Alexander M Rush; Shengtong Zhang; Shomil Jain; Sriram Sankar; Stefan Heule; Stuart H. Sul; Sualeh Asif; Victor Rong; Wanqi Zhu; William Lin; Yuchen Wu; Yuri Volkov; Yury Zemlyanskiy; Zack Holbrook; Zhiyuan Zhang,cs.SE,evaluation; explicit harness/scaffold; trajectory,"all:""Terminal-Bench""",https://arxiv.org/abs/2603.24477,https://arxiv.org/pdf/2603.24477
226,2603.22744,2026-03-24T03:16:32Z,17,LH-Bench: Skill-Grounded Evaluation of Long-Horizon Agents on Subjective Enterprise Tasks,Abhishek Chandwani; Ishan Gupta,cs.AI,evaluation; harness component; reliability; trajectory,"all:""long-horizon agent"" AND all:reliability",https://arxiv.org/abs/2603.22744,https://arxiv.org/pdf/2603.22744
227,2603.10044,2026-03-08T01:37:45Z,17,Safety Under Scaffolding: How Evaluation Conditions Shape Measured Safety,David Gringras,cs.AI,evaluation; explicit harness/scaffold,"all:""agent scaffold""",https://arxiv.org/abs/2603.10044,https://arxiv.org/pdf/2603.10044
228,2602.17910,2026-02-20T00:16:07Z,17,Alignment in Time: Peak-Aware Orchestration for Long-Horizon Agentic Systems,Hanjing Shi; Dominic DiFranzo,cs.AI,evaluation; reliability; trajectory,"all:""long-horizon agent"" AND all:reliability",https://arxiv.org/abs/2602.17910,https://arxiv.org/pdf/2602.17910
229,2602.05892,2026-02-05T17:10:26Z,17,ContextBench: A Benchmark for Context Retrieval in Coding Agents,Han Li; Letian Zhu; Bohan Zhang; Rili Feng; Jiaming Wang; Yue Pan; Earl T. Barr; Federica Sarro; Zhaoyang Chu; He Ye,cs.LG,cost/budget; evaluation; harness component,"all:""agent scaffold"" | all:""agent trajectory"" AND all:evaluation | all:""coding agent"" AND all:scaffold",https://arxiv.org/abs/2602.05892,https://arxiv.org/pdf/2602.05892
230,2601.20367,2026-01-28T08:33:10Z,17,Unsupervised Anomaly Detection in Multi-Agent Trajectory Prediction via Transformer-Based Models,Qing Lyu; Zhe Fu; Alexandre Bayen,cs.LG,evaluation; reliability; trajectory,"all:""agent trajectory"" AND all:evaluation",https://arxiv.org/abs/2601.20367,https://arxiv.org/pdf/2601.20367
231,2601.18137,2026-01-26T04:43:49Z,17,DeepPlanning: Benchmarking Long-Horizon Agentic Planning with Verifiable Constraints,Yinger Zhang; Shutong Jiang; Renhao Li; Jianhong Tu; Yang Su; Lianghao Deng; Xudong Guo; Chenxu Lv; Junyang Lin,cs.AI,cost/budget; evaluation; harness component; trajectory,"all:""long-horizon agent"" AND all:reliability",https://arxiv.org/abs/2601.18137,https://arxiv.org/pdf/2601.18137
232,2601.11044,2026-01-16T07:22:20Z,17,AgencyBench: Benchmarking the Frontiers of Autonomous Agents in 1M-Token Real-World Contexts,Keyu Li; Junhao Shi; Yang Xiao; Mohan Jiang; Jie Sun; Yunze Wu; Dayuan Fu; Shijie Xia; Xiaojie Cai; Tianze Xu; Weiye Si; Wenjie Li; Dequan Wang; Pengfei Liu,cs.AI,cost/budget; evaluation; harness component; trajectory,"all:""agent scaffold""",https://arxiv.org/abs/2601.11044,https://arxiv.org/pdf/2601.11044
233,2512.12730,2025-12-14T15:12:13Z,17,NL2Repo-Bench: Towards Long-Horizon Repository Generation Evaluation of Coding Agents,Jingzhe Ding; Shengda Long; Changxin Pu; Huan Zhou; Hongwan Gao; Xiang Gao; Chao He; Yue Hou; Fei Hu; Zhaojian Li; Weiran Shi; Zaiyuan Wang; Daoguang Zan; Chenchen Zhang; Xiaoxu Zhang; Qizhi Chen; Xianfu Cheng; Bo Deng; Qingshui Gu; Kai Hua; Juntao Lin; Pai Liu; Mingchen Li; Xuanguang Pan; Zifan Peng; Yujia Qin; Yong Shan; Zhewen Tan; Weihao Xie; Zihan Wang; Yishuo Yuan; Jiayu Zhang; Enduo Zhao; Yunfei Zhao; He Zhu; Liya Zhu; Chenyang Zou; Ming Ding; Jianpeng Jiao; Jiaheng Liu; Minghao Liu; Qian Liu; Chongyang Tao; Jian Yang; Tong Yang; Zhaoxiang Zhang; Xinjie Chen; Wenhao Huang; Ge Zhang,cs.CL,evaluation; reliability; trajectory,"all:""coding agent"" AND all:scaffold",https://arxiv.org/abs/2512.12730,https://arxiv.org/pdf/2512.12730
234,2507.19942,2025-07-26T13:13:22Z,17,Prometheus: Towards Long-Horizon Codebase Navigation for Repository-Level Problem Solving,Yue Pan; Zimin Chen; Siyu Lu; Zhaoyang Chu; Xiang Li; Han Li; Yang Feng; Claire Le Goues; Federica Sarro; Martin Monperrus; He Ye,cs.SE,cost/budget; explicit harness/scaffold; harness component; trajectory,"all:""coding agent"" AND all:scaffold",https://arxiv.org/abs/2507.19942,https://arxiv.org/pdf/2507.19942
235,2505.19955,2025-05-26T13:18:37Z,17,MLR-Bench: Evaluating AI Agents on Open-Ended Machine Learning Research,Hui Chen; Miao Xiong; Yujie Lu; Wei Han; Ailin Deng; Yufei He; Jiaying Wu; Yibo Li; Yue Liu; Bryan Hooi,cs.LG,evaluation; explicit harness/scaffold; harness component; reliability,"all:""agent scaffold"" | all:""coding agent"" AND all:scaffold",https://arxiv.org/abs/2505.19955,https://arxiv.org/pdf/2505.19955
236,2607.07321,2026-07-08T12:09:49Z,16,From Atomic Actions to Standard Operating Procedures: Iterative Tool Optimization for Self-Evolving LLM Agents,Haipeng Ding; Yuexiang Xie; Zhewei Wei; Yaliang Li; Bolin Ding,cs.AI,evaluation; harness component; reliability,"all:""LLM agent"" AND all:evaluation",https://arxiv.org/abs/2607.07321,https://arxiv.org/pdf/2607.07321
237,2607.06820,2026-07-07T21:29:59Z,16,Evaluating SageMath-Augmented LLM Agents for Computational and Experimental Mathematics,Pavel Snopov; German Magai,cs.AI,cost/budget; evaluation; harness component; reliability,"all:""LLM agent"" AND all:evaluation | all:""LLM agents"" AND all:benchmark",https://arxiv.org/abs/2607.06820,https://arxiv.org/pdf/2607.06820
238,2607.05378,2026-07-06T17:55:12Z,16,CompactionRL: Reinforcement Learning with Context Compaction for Long-Horizon Agents,Yujiang Li; Zhenyu Hou; Yi Jing; Jie Tang; Yuxiao Dong,cs.LG,cost/budget; harness component; trajectory,"all:""SWE-bench"" AND all:agent | all:""Terminal-Bench""",https://arxiv.org/abs/2607.05378,https://arxiv.org/pdf/2607.05378
239,2607.05377,2026-07-06T17:55:05Z,16,Cortex: A Bidirectionally Aligned Embodied Agent Framework for Long-horizon Manipulation,Jiaqi Peng; Xiqian Yu; Delin Feng; Yuqiang Yang; Wenzhe Cai; Jing Xiong; Ganlin Yang; Jinliang Zheng; Jiafei Cao; Xueyuan Wei; Jiangmiao Pang; Yuan Shen; Tai Wang,cs.RO,explicit harness/scaffold; trajectory,"all:""harness engineering""",https://arxiv.org/abs/2607.05377,https://arxiv.org/pdf/2607.05377
240,2607.04758,2026-07-06T07:55:34Z,16,AgenticPD: A Stage-Aware Agentic Framework for Physical Design QoR Optimization,Shuo Ren; Zijin Cheng; Yaohui Han; Libo Shen; Leilei Jin; Wanting Tian; Rongliang Fu; Chao Wang; Bei Yu; Tsung-Yi Ho,cs.AI,evaluation; explicit harness/scaffold; harness component,"all:""agent harness""",https://arxiv.org/abs/2607.04758,https://arxiv.org/pdf/2607.04758
241,2607.05462,2026-07-06T01:46:07Z,16,Evaluating calibrated refusal and safe usefulness in dual-use biology settings,Edwin H. Wintermute; Harmon Bhasin; Christina M. Agapakis; Dianzhuo Wang; Evan Seeyave; Arjun Banerjee; Daniel Fulop; Matthew C. Watson; Adam J. Meyer; Sandrine Boissel; Jens H. Kuhn; Rishi Jain; Noah D. Taylor; Helena Shomar; Patrick M. Boyle; Kenny Workman,cs.CR,evaluation; explicit harness/scaffold; harness component,"all:""model harness""",https://arxiv.org/abs/2607.05462,https://arxiv.org/pdf/2607.05462
242,2607.04542,2026-07-05T23:09:24Z,16,Auto: The AGI Compiler,Jaber Jaber; Osama Jaber,cs.LG,cost/budget; evaluation; harness component; reliability,"all:""LLM agent"" AND all:verification | all:""LLM agents"" AND all:benchmark",https://arxiv.org/abs/2607.04542,https://arxiv.org/pdf/2607.04542
243,2607.05458,2026-07-05T22:11:18Z,16,Learning to Control LLM Agent Harnesses with Offline Reinforcement Learning,Haiwen Yi; Xinyuan Song,cs.LG,evaluation; explicit harness/scaffold; harness component,"all:""LLM agent"" AND all:verification | all:""LLM agents"" AND all:benchmark | all:""agent harness""",https://arxiv.org/abs/2607.05458,https://arxiv.org/pdf/2607.05458
244,2607.04293,2026-07-05T13:08:51Z,16,CausalGame: Benchmarking Causal Thinking of LLM Agents in Games,Zhenhao Chen; Yongqiang Chen; Chenxi Liu; Junchi Yu; Xiangchen Song; Zijian Li; Jialin Li; Philip Torr; Bo Han; Kun Zhang,cs.CL,attribution/statistics; evaluation,"all:""LLM agent"" AND all:evaluation | all:""LLM agents"" AND all:benchmark",https://arxiv.org/abs/2607.04293,https://arxiv.org/pdf/2607.04293
245,2607.02294,2026-07-02T15:11:39Z,16,Coding Agents Are Guessing: Measuring Action-Boundary Violations in Underspecified DevOps Instructions,Zimo Ji; Zekai Zhang; Congying Xu; Zongjie Li; Yudong Gao; Shuai Wang; Shing-Chi Cheung,cs.SE,evaluation; explicit harness/scaffold; harness component,"all:""model harness""",https://arxiv.org/abs/2607.02294,https://arxiv.org/pdf/2607.02294
246,2607.01531,2026-07-01T23:04:47Z,16,OPINE-World: Programmatic World Modeling with Ontology-error-Prioritized Interactive Exploration,David Courtis; Wenhao Li; Scott Sanner,cs.AI,cost/budget; evaluation; harness component; transfer/overfit,"all:""LLM agent"" AND all:evaluation | all:""LLM agent"" AND all:verification | all:""LLM agents"" AND all:benchmark",https://arxiv.org/abs/2607.01531,https://arxiv.org/pdf/2607.01531
247,2607.01084,2026-07-01T15:40:25Z,16,Can Agents Generalize to the Open World? Unveiling the Fragility of Static Training in Tool Use,Song-Lin Lv; Weiming Wu; Rui Zhu; Zi-Jian Cheng; Lan-Zhe Guo,cs.AI,harness component; reliability; transfer/overfit,"all:""LLM agent"" AND all:robustness | all:""LLM agents"" AND all:benchmark",https://arxiv.org/abs/2607.01084,https://arxiv.org/pdf/2607.01084
248,2606.30546,2026-06-29T16:46:28Z,16,MAS-Lab: A Specification-Driven Validation Framework for Reliable Multi-Agent Systems,Jordan Augé; Giovanna Carofiglio; Giulio Grassi; Jacques Samain,cs.MA,cost/budget; evaluation; system-level,"all:""agentic system"" AND all:evaluation",https://arxiv.org/abs/2606.30546,https://arxiv.org/pdf/2606.30546
249,2606.29788,2026-06-29T05:07:02Z,16,MemLeak: Diagnosing Information Leaks in Multimodal Agent Memory,Kuan Wang; Chao Zhang,cs.LG,evaluation; harness component; reliability,"all:""inference-time"" AND all:agent",https://arxiv.org/abs/2606.29788,https://arxiv.org/pdf/2606.29788
250,2606.29315,2026-06-28T10:21:55Z,16,Hierarchical Experimentalist Agents,Abhranil Chandra; Sankaran Vaidyanathan; Utsav Dhanuka; Varun Gandhi; Scott Niekum,cs.AI,evaluation; harness component; trajectory; transfer/overfit,"all:""LLM agent"" AND all:""tool calling"" | all:""LLM agent"" AND all:evaluation | all:""LLM agents"" AND all:benchmark",https://arxiv.org/abs/2606.29315,https://arxiv.org/pdf/2606.29315
251,2606.29178,2026-06-28T03:46:46Z,16,Selective Memory Retention for Long-Horizon LLM Agents,Pranath Reddy,cs.AI,cost/budget; evaluation; harness component; trajectory,"all:""LLM agent"" AND all:evaluation | all:""LLM agent"" AND all:memory | all:""LLM agents"" AND all:benchmark",https://arxiv.org/abs/2606.29178,https://arxiv.org/pdf/2606.29178
252,2606.26400,2026-06-24T21:41:52Z,16,"When Agents Meet Electric Bus Fleet Operations: Pricing Behavior, Trade-offs, and Policy Implications in an Aggregator Framework",Jônatas Augusto Manzolli; Ali Eslami; Luis Miranda-Moreno; Jiangbo Yu,cs.AI,evaluation; reliability; transfer/overfit,"all:""agentic system"" AND all:evaluation",https://arxiv.org/abs/2606.26400,https://arxiv.org/pdf/2606.26400
253,2606.25207,2026-06-23T22:00:26Z,16,ASAP: Agent-System Co-Design for Wall-Clock-Centered Auto HPO Research for ML Experiments,Taicheng Guo; Haomin Zhuang; Kehan Guo; Yujun Zhou; Nitesh V. Chawla; Olaf Wiest; Xiangliang Zhang,cs.LG,cost/budget; evaluation; harness component; transfer/overfit,"all:""agentic system"" AND all:evaluation",https://arxiv.org/abs/2606.25207,https://arxiv.org/pdf/2606.25207
254,2606.25139,2026-06-23T20:08:47Z,16,Buildrix: An Open Platform for Sharing and Benchmarking Agentic AI Skills in Building Engineering,Zixin Jiang; Bing Dong,eess.SY,evaluation; explicit harness/scaffold; harness component,"all:""agent harness""",https://arxiv.org/abs/2606.25139,https://arxiv.org/pdf/2606.25139
255,2606.23175,2026-06-22T11:14:07Z,16,"Position: Correct Answer, Wrong Mechanism -- When AI Scientists Defend General Claims Their Own Data Contradicts",Steven Young Eulig,cs.LG,evaluation; harness component; reliability; trajectory,"all:""agent trajectory"" AND all:evaluation",https://arxiv.org/abs/2606.23175,https://arxiv.org/pdf/2606.23175
256,2606.23112,2026-06-22T09:56:44Z,16,Self-Evolution for Multi-Turn Tool-Calling Agents via Divergence-Point Preference Learning,Jiaqiang Tang,cs.LG,cost/budget; evaluation; harness component; trajectory,"all:""inference-time"" AND all:agent",https://arxiv.org/abs/2606.23112,https://arxiv.org/pdf/2606.23112
257,2606.22877,2026-06-22T05:41:20Z,16,DynamicMem: A Long-Horizon Memory Benchmark in Real-World Settings,Wenya Xie; Shengming Zhou; Zelin Li; Pouya Parsa; Shuang Zhou; Xinheng Ding; Chinmay Arvind; Guanchu Wang; Vladimir Braverman; Ali Payani; Yantao Zheng; Zirui Liu,cs.CL,evaluation; harness component; trajectory,"all:""LLM agent"" AND all:memory | all:""LLM agents"" AND all:benchmark",https://arxiv.org/abs/2606.22877,https://arxiv.org/pdf/2606.22877
258,2606.22741,2026-06-22T01:03:21Z,16,GRADE: Graph Representation of LLM Agent Dependency and Execution,Yue Zhao,cs.LG,cost/budget; harness component; reliability; transfer/overfit,"all:""LLM agent"" AND all:robustness",https://arxiv.org/abs/2606.22741,https://arxiv.org/pdf/2606.22741
259,2606.28376,2026-06-19T04:23:04Z,16,When Does Overlap Help? OSU-Mem and a Cell-Conditional Analysis of Trajectory Memory for LLM Agents,Mellow Baixuan Chen; Xiangguo Sun,cs.IR,cost/budget; evaluation; harness component; trajectory,"all:""LLM agent"" AND all:""tool calling"" | all:""LLM agent"" AND all:memory",https://arxiv.org/abs/2606.28376,https://arxiv.org/pdf/2606.28376
260,2606.20487,2026-06-18T17:04:17Z,16,Beyond Global Replanning: Hierarchical Recovery for Cross-Device Agent Systems,Shu Yao; Yuhua Luo; Qian Long; Jingru Fan; Zhuoyuan Yu; Yuheng Wang; Lin Wu; Yufan Dang; Huatao Li; Chen Qian,cs.CL,cost/budget; evaluation; harness component; reliability,"all:""agentic system"" AND all:evaluation",https://arxiv.org/abs/2606.20487,https://arxiv.org/pdf/2606.20487
261,2606.18356,2026-06-16T18:04:45Z,16,"SafeClawBench: Separating Semantic, Audit-Evidence, and Sandbox Harm in Tool-Using LLM Agents",Yuchuan Tian; Mengyu Zheng; Haocheng Mei; Ye Yuan; Chao Xu; Xinghao Chen; Hanting Chen; Yu Wang,cs.CR,evaluation; harness component; reliability,"all:""LLM agent"" AND all:memory",https://arxiv.org/abs/2606.18356,https://arxiv.org/pdf/2606.18356
262,2606.17016,2026-06-15T17:46:50Z,16,TokenPilot: Cache-Efficient Context Management for LLM Agents,Buqiang Xu; Zirui Xue; Dianmou Chen; Chenyang Fu; Chiyu Wu; Caiying Huang; Chen Jiang; Jizhan Fang; Xinle Deng; Yijun Chen; Yunzhi Yao; Xuehai Wang; Jin Shang; Gong Yu; Ningyu Zhang,cs.CL,cost/budget; explicit harness/scaffold; harness component; trajectory,"all:""LLM agent"" AND all:""context management"" | all:""LLM agent"" AND all:memory",https://arxiv.org/abs/2606.17016,https://arxiv.org/pdf/2606.17016
263,2606.17128,2026-06-15T17:46:32Z,16,Shift-Left High-Level Synthesis Verification via Knowledge-Augmented LLM Agent,Zhihan Xiao; Hongbing Lang; Zhe Zhao; Luke Ztz Hu; Songping Mai,cs.AR,evaluation; harness component; reliability,"all:""LLM agent"" AND all:verification",https://arxiv.org/abs/2606.17128,https://arxiv.org/pdf/2606.17128
264,2606.16723,2026-06-15T13:50:26Z,16,AgentFairBench: Do LLM Agents Discriminate When They Act?,Triveni Morla; Rohith Reddy Bellibaltu; Manpreet Singh; Manmeet Singh Kapoor,cs.AI,evaluation; explicit harness/scaffold; harness component,"all:""agent scaffold""",https://arxiv.org/abs/2606.16723,https://arxiv.org/pdf/2606.16723
265,2606.13643,2026-06-11T17:47:30Z,16,Recursive Agent Harnesses,Elias Lumer; Sahil Sen; Kevin Paul; Vamse Kumar Subbiah,cs.CL,evaluation; explicit harness/scaffold; harness component,"all:""agent harness""",https://arxiv.org/abs/2606.13643,https://arxiv.org/pdf/2606.13643
266,2606.12780,2026-06-11T00:47:37Z,16,ProPlay: Procedural World Models for Self-Evolving LLM Agents,Yijun Ma; Zehong Wang; Yiyang Li; Ziming Li; Xiaoguang Guo; Weixiang Sun; Chuxu Zhang; Yanfang Ye,cs.LG,attribution/statistics; harness component; reliability,"all:""LLM agent"" AND all:memory",https://arxiv.org/abs/2606.12780,https://arxiv.org/pdf/2606.12780
